Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5212,ca-2015-130876,2015-05-12,2015-05-16,second class,az-10750,annie zypern,consumer,united states,new york city,new york,10024,east,off-st-10004258,office supplies,storage,portable personal file box,36.63,3,0.0,9.8901
5213,ca-2016-145898,2016-09-26,2016-09-26,same day,cm-12445,chuck magee,consumer,united states,redlands,california,92374,west,off-st-10004507,office supplies,storage,advantus rolling storage box,51.45,3,0.0,13.8915
5214,ca-2016-145898,2016-09-26,2016-09-26,same day,cm-12445,chuck magee,consumer,united states,redlands,california,92374,west,off-la-10000262,office supplies,labels,avery 494,7.83,3,0.0,3.6018
5215,ca-2016-145898,2016-09-26,2016-09-26,same day,cm-12445,chuck magee,consumer,united states,redlands,california,92374,west,off-ar-10002445,office supplies,art,sanford major accent highlighters,35.4,5,0.0,13.452
5216,ca-2016-145898,2016-09-26,2016-09-26,same day,cm-12445,chuck magee,consumer,united states,redlands,california,92374,west,off-pa-10001667,office supplies,paper,great white multi-use recycled paper (20lb. and 84 bright),29.9,5,0.0,13.455
5217,us-2017-159562,2017-09-09,2017-09-15,standard class,jb-16000,joy bell-,consumer,united states,roseville,michigan,48066,central,off-en-10000461,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",17.48,2,0.0,8.2156
5218,ca-2017-134635,2017-04-15,2017-04-17,second class,ns-18640,noel staavos,corporate,united states,los angeles,california,90049,west,off-pa-10002254,office supplies,paper,xerox 1883,79.14,3,0.0,36.4044
5219,ca-2017-167080,2017-06-10,2017-06-14,standard class,lc-16930,linda cazamias,corporate,united states,new york city,new york,10011,east,off-ar-10001868,office supplies,art,prang dustless chalk sticks,8.4,5,0.0,4.2
5220,ca-2017-145653,2017-09-01,2017-09-01,same day,ca-12775,cynthia arntzen,consumer,united states,detroit,michigan,48205,central,fur-ch-10004875,furniture,chairs,harbour creations 67200 series stacking chairs,498.26,7,0.0,134.5302
5221,ca-2014-140487,2014-06-14,2014-06-20,standard class,sr-20425,sharelle roach,home office,united states,detroit,michigan,48234,central,fur-bo-10000711,furniture,bookcases,"hon metal bookcases, gray",212.94,3,0.0,57.4938
5222,ca-2017-117401,2017-05-18,2017-05-22,second class,pp-18955,paul prost,home office,united states,springfield,missouri,65807,central,off-ap-10000938,office supplies,appliances,avanti 1.7 cu. ft. refrigerator,706.86,7,0.0,197.9208
5223,ca-2017-117401,2017-05-18,2017-05-22,second class,pp-18955,paul prost,home office,united states,springfield,missouri,65807,central,tec-ph-10003555,technology,phones,motorola hk250 universal bluetooth headset,114.95,5,0.0,2.299
5224,ca-2017-117401,2017-05-18,2017-05-22,second class,pp-18955,paul prost,home office,united states,springfield,missouri,65807,central,off-bi-10001267,office supplies,binders,"universal recycled hanging pressboard report binders, letter size",43.19,7,0.0,20.7312
5225,us-2017-109582,2017-09-12,2017-09-17,second class,jm-15865,john murray,consumer,united states,los angeles,california,90036,west,off-pa-10004071,office supplies,paper,"eaton premium continuous-feed paper, 25% cotton, letter size, white, 1000 shts/box",166.44,3,0.0,79.8912
5226,ca-2016-119865,2016-06-21,2016-06-26,standard class,as-10090,adam shillingsburg,consumer,united states,new york city,new york,10011,east,off-bi-10001553,office supplies,binders,spinevue locking slant-d ring binders by cardinal,36.56,5,0.2,12.796
5227,ca-2016-119865,2016-06-21,2016-06-26,standard class,as-10090,adam shillingsburg,consumer,united states,new york city,new york,10011,east,off-bi-10003007,office supplies,binders,"premium transparent presentation covers, no pattern/clear, 8 1/2"" x 11""",186.144,6,0.2,60.4968
5228,ca-2016-119865,2016-06-21,2016-06-26,standard class,as-10090,adam shillingsburg,consumer,united states,new york city,new york,10011,east,fur-bo-10003272,furniture,bookcases,o'sullivan living dimensions 5-shelf bookcases,353.568,2,0.2,-44.196
5229,us-2014-147648,2014-11-26,2014-12-01,standard class,ls-16975,lindsay shagiari,home office,united states,san francisco,california,94109,west,off-pa-10001033,office supplies,paper,xerox 1893,81.98,2,0.0,40.1702
5230,ca-2017-124436,2017-03-19,2017-03-22,second class,sa-20830,sue ann reed,consumer,united states,fresno,california,93727,west,off-bi-10001553,office supplies,binders,spinevue locking slant-d ring binders by cardinal,14.624,2,0.2,5.1184
5231,ca-2017-124436,2017-03-19,2017-03-22,second class,sa-20830,sue ann reed,consumer,united states,fresno,california,93727,west,fur-ta-10001095,furniture,tables,chromcraft round conference tables,697.16,5,0.2,8.7145
5232,ca-2017-124436,2017-03-19,2017-03-22,second class,sa-20830,sue ann reed,consumer,united states,fresno,california,93727,west,fur-fu-10001185,furniture,furnishings,"advantus employee of the month certificate frame, 11 x 13-1/2",30.93,1,0.0,12.6813
5233,ca-2017-124436,2017-03-19,2017-03-22,second class,sa-20830,sue ann reed,consumer,united states,fresno,california,93727,west,off-bi-10000343,office supplies,binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",27.496,7,0.2,9.2799
5234,ca-2014-115084,2014-10-18,2014-10-22,standard class,ls-17200,luke schmidt,corporate,united states,texarkana,arkansas,71854,south,fur-ch-10004626,furniture,chairs,office star flex back scooter chair with aluminum finish frame,605.34,6,0.0,145.2816
5235,ca-2017-131037,2017-08-22,2017-08-23,first class,tm-21490,tony molinari,consumer,united states,san francisco,california,94110,west,fur-ta-10001768,furniture,tables,hon racetrack conference tables,210.008,1,0.2,2.6251
5236,ca-2016-111143,2016-11-19,2016-11-22,first class,tt-21265,tim taslimi,corporate,united states,indianapolis,indiana,46203,central,off-ap-10001947,office supplies,appliances,acco 6 outlet guardian premium plus surge suppressor,54.96,3,0.0,15.9384
5237,ca-2014-166744,2014-09-20,2014-09-24,standard class,dn-13690,duane noonan,consumer,united states,columbia,maryland,21044,east,fur-fu-10004952,furniture,furnishings,"c-line cubicle keepers polyproplyene holder w/velcro back, 8-1/2x11, 25/bx",164.22,3,0.0,50.9082
5238,ca-2014-166744,2014-09-20,2014-09-24,standard class,dn-13690,duane noonan,consumer,united states,columbia,maryland,21044,east,fur-bo-10001337,furniture,bookcases,o'sullivan living dimensions 2-shelf bookcases,362.94,3,0.0,36.294
5239,ca-2014-166744,2014-09-20,2014-09-24,standard class,dn-13690,duane noonan,consumer,united states,columbia,maryland,21044,east,tec-ac-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,59.98,2,0.0,26.3912
5240,ca-2016-116561,2016-09-11,2016-09-17,standard class,eb-14110,eugene barchas,consumer,united states,san jose,california,95123,west,off-st-10004186,office supplies,storage,"stur-d-stor shelving, vertical 5-shelf: 72""h x 36""w x 18 1/2""d",332.94,3,0.0,6.6588
5241,ca-2016-116561,2016-09-11,2016-09-17,standard class,eb-14110,eugene barchas,consumer,united states,san jose,california,95123,west,off-bi-10001658,office supplies,binders,gbc standard therm-a-bind covers,39.872,2,0.2,12.9584
5242,ca-2016-110730,2016-09-23,2016-09-26,second class,cm-11815,candace mcmahon,corporate,united states,seattle,washington,98115,west,off-su-10004737,office supplies,supplies,acme design stainless steel bent scissors,13.68,2,0.0,3.6936
5243,ca-2017-146367,2017-08-04,2017-08-08,standard class,hm-14860,harry marie,corporate,united states,carrollton,texas,75007,central,off-bi-10002827,office supplies,binders,avery durable poly binders,3.318,3,0.8,-5.6406
5244,ca-2016-149454,2016-07-25,2016-07-26,first class,km-16375,katherine murray,home office,united states,arlington,virginia,22204,south,off-bi-10003694,office supplies,binders,"avery 3 1/2"" diskette storage pages, 10/pack",10.44,1,0.0,4.8024
5245,ca-2016-156265,2016-08-02,2016-08-04,second class,bf-11020,barry französisch,corporate,united states,los angeles,california,90032,west,fur-ta-10001691,furniture,tables,"barricks non-folding utility table with steel legs, laminate tops",136.464,2,0.2,15.3522
5246,ca-2016-156265,2016-08-02,2016-08-04,second class,bf-11020,barry französisch,corporate,united states,los angeles,california,90032,west,tec-ph-10001918,technology,phones,nortel business series terminal t7208 digital phone,333.576,3,0.2,33.3576
5247,ca-2016-156265,2016-08-02,2016-08-04,second class,bf-11020,barry französisch,corporate,united states,los angeles,california,90032,west,off-bi-10000285,office supplies,binders,xtralife clearvue slant-d ring binders by cardinal,12.544,2,0.2,4.704
5248,us-2015-168914,2015-05-21,2015-05-27,standard class,je-15745,joel eaton,consumer,united states,frankfort,illinois,60423,central,off-ap-10000358,office supplies,appliances,fellowes basic home/office series surge protectors,20.768,8,0.8,-52.9584
5249,us-2017-110989,2017-11-03,2017-11-05,second class,ej-14155,eva jacobs,consumer,united states,seattle,washington,98105,west,tec-ac-10002345,technology,accessories,hp standard 104 key ps/2 keyboard,43.5,3,0.0,10.875
5250,ca-2015-106215,2015-04-16,2015-04-21,standard class,bn-11470,brad norvell,corporate,united states,philadelphia,pennsylvania,19143,east,off-fa-10001229,office supplies,fasteners,staples,12.576,4,0.2,4.0872
5251,us-2016-169369,2016-12-12,2016-12-18,standard class,ec-14050,erin creighton,consumer,united states,columbus,georgia,31907,south,tec-ac-10001314,technology,accessories,case logic 2.4ghz wireless keyboard,249.95,5,0.0,19.996
5252,us-2016-169369,2016-12-12,2016-12-18,standard class,ec-14050,erin creighton,consumer,united states,columbus,georgia,31907,south,off-pa-10004438,office supplies,paper,xerox 1907,49.12,4,0.0,23.0864
5253,ca-2015-132318,2015-10-30,2015-11-02,first class,tt-21220,thomas thornton,consumer,united states,virginia beach,virginia,23464,south,off-ap-10000026,office supplies,appliances,tripp lite isotel 6 outlet surge protector with fax/modem protection,182.91,3,0.0,53.0439
5254,us-2014-131982,2014-03-07,2014-03-11,second class,np-18685,nora pelletier,home office,united states,des moines,washington,98198,west,off-bi-10004224,office supplies,binders,catalog binders with expanding posts,107.648,2,0.2,33.64
5255,ca-2015-125185,2015-03-05,2015-03-07,second class,ah-10195,alan haines,corporate,united states,bethlehem,pennsylvania,18018,east,fur-ch-10002647,furniture,chairs,"situations contoured folding chairs, 4/set",99.372,2,0.3,-7.098
5256,ca-2015-125185,2015-03-05,2015-03-07,second class,ah-10195,alan haines,corporate,united states,bethlehem,pennsylvania,18018,east,fur-fu-10003247,furniture,furnishings,36x48 hardfloor chairmat,33.568,2,0.2,-5.4548
5257,ca-2016-130078,2016-08-08,2016-08-14,standard class,cc-12145,charles crestani,consumer,united states,oklahoma city,oklahoma,73120,central,off-pa-10003270,office supplies,paper,xerox 1954,10.56,2,0.0,4.752
5258,us-2017-114034,2017-01-03,2017-01-08,standard class,dl-13315,delfina latchford,consumer,united states,rancho cucamonga,california,91730,west,off-pa-10004735,office supplies,paper,xerox 1905,38.88,6,0.0,18.6624
5259,us-2017-115595,2017-10-09,2017-10-11,first class,xp-21865,xylona preis,consumer,united states,los angeles,california,90032,west,off-pa-10001745,office supplies,paper,"wirebound message books, 2 7/8"" x 5"", 3 forms per page",35.2,5,0.0,16.544
5260,ca-2017-158722,2017-10-20,2017-10-26,standard class,ma-17560,matt abelman,home office,united states,philadelphia,pennsylvania,19120,east,off-pa-10000176,office supplies,paper,xerox 1887,45.528,3,0.2,15.9348
5261,ca-2014-105165,2014-09-07,2014-09-10,first class,sz-20035,sam zeldin,home office,united states,houston,texas,77036,central,tec-ph-10000675,technology,phones,panasonic kx ts3282b corded phone,196.776,3,0.2,14.7582
5262,ca-2014-105165,2014-09-07,2014-09-10,first class,sz-20035,sam zeldin,home office,united states,houston,texas,77036,central,off-bi-10000050,office supplies,binders,"angle-d binders with locking rings, label holders",2.92,2,0.8,-4.818
5263,ca-2014-105165,2014-09-07,2014-09-10,first class,sz-20035,sam zeldin,home office,united states,houston,texas,77036,central,fur-ta-10004154,furniture,tables,"riverside furniture oval coffee table, oval end table, end table with drawer",200.795,1,0.3,-22.948
5264,ca-2014-105165,2014-09-07,2014-09-10,first class,sz-20035,sam zeldin,home office,united states,houston,texas,77036,central,tec-ac-10002718,technology,accessories,belkin standard 104 key usb keyboard,46.688,4,0.2,-2.918
5265,ca-2014-105165,2014-09-07,2014-09-10,first class,sz-20035,sam zeldin,home office,united states,houston,texas,77036,central,off-ar-10003179,office supplies,art,dixon ticonderoga core-lock colored pencils,21.864,3,0.2,3.5529
5266,ca-2017-147452,2017-09-30,2017-10-03,first class,cs-11845,cari sayre,corporate,united states,seattle,washington,98103,west,off-pa-10001838,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 300/messages",11.76,2,0.0,5.7624
5267,ca-2017-147452,2017-09-30,2017-10-03,first class,cs-11845,cari sayre,corporate,united states,seattle,washington,98103,west,off-pa-10004039,office supplies,paper,xerox 1882,167.94,3,0.0,82.2906
5268,ca-2017-147452,2017-09-30,2017-10-03,first class,cs-11845,cari sayre,corporate,united states,seattle,washington,98103,west,off-ap-10001626,office supplies,appliances,"commercial windtunnel clean air upright vacuum, replacement belts, filtration bags",3.89,1,0.0,1.0114
5269,us-2017-114657,2017-11-16,2017-11-21,standard class,mh-18115,mick hernandez,home office,united states,yonkers,new york,10701,east,tec-ma-10003173,technology,machines,hewlett-packard 300s scientific calculator,52.44,4,0.0,24.1224
5270,ca-2017-144484,2017-09-11,2017-09-11,same day,cb-12025,cassandra brandow,consumer,united states,san francisco,california,94110,west,fur-fu-10000260,furniture,furnishings,"6"" cubicle wall clock, black",32.36,4,0.0,11.6496
5271,ca-2017-144484,2017-09-11,2017-09-11,same day,cb-12025,cassandra brandow,consumer,united states,san francisco,california,94110,west,off-ap-10004487,office supplies,appliances,kensington 4 outlet masterpiece compact power control center,406.6,5,0.0,113.848
5272,ca-2017-125913,2017-01-16,2017-01-16,same day,jo-15145,jack o'briant,corporate,united states,los angeles,california,90008,west,fur-fu-10001487,furniture,furnishings,"eldon expressions wood and plastic desk accessories, cherry wood",27.92,4,0.0,8.0968
5273,ca-2017-125913,2017-01-16,2017-01-16,same day,jo-15145,jack o'briant,corporate,united states,los angeles,california,90008,west,fur-ta-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",399.672,7,0.2,-14.9877
5274,us-2016-158309,2016-11-26,2016-11-29,first class,pa-19060,pete armstrong,home office,united states,miami,florida,33142,south,off-bi-10000145,office supplies,binders,zipper ring binder pockets,3.744,4,0.7,-2.6208
5275,ca-2015-162887,2015-11-07,2015-11-09,second class,sv-20785,stewart visinsky,consumer,united states,burlington,vermont,5408,east,fur-ch-10000595,furniture,chairs,safco contoured stacking chairs,715.2,3,0.0,178.8
5276,ca-2017-147333,2017-12-14,2017-12-20,standard class,kl-16555,kelly lampkin,corporate,united states,fayetteville,arkansas,72701,south,tec-ac-10004469,technology,accessories,microsoft sculpt comfort mouse,159.8,4,0.0,70.312
5277,ca-2017-147333,2017-12-14,2017-12-20,standard class,kl-16555,kelly lampkin,corporate,united states,fayetteville,arkansas,72701,south,tec-ac-10003038,technology,accessories,kingston digital datatraveler 16gb usb 2.0,44.75,5,0.0,8.5025
5278,ca-2014-113859,2014-09-13,2014-09-17,standard class,bc-11125,becky castell,home office,united states,odessa,texas,79762,central,fur-ch-10004698,furniture,chairs,"padded folding chairs, black, 4/carton",340.116,6,0.3,-9.7176
5279,ca-2014-159681,2014-12-07,2014-12-13,standard class,po-18850,patrick o'brill,consumer,united states,virginia beach,virginia,23464,south,off-pa-10003641,office supplies,paper,xerox 1909,105.52,4,0.0,48.5392
5280,us-2017-104094,2017-09-07,2017-09-11,standard class,ag-10675,anna gayman,consumer,united states,milwaukee,wisconsin,53209,central,tec-ac-10002134,technology,accessories,rosewill 107 normal keys usb wired standard keyboard,13.48,1,0.0,1.8872
5281,ca-2017-152709,2017-10-07,2017-10-12,standard class,db-13210,dean braden,consumer,united states,detroit,michigan,48234,central,off-st-10001837,office supplies,storage,"safco mobile desk side file, wire frame",85.52,2,0.0,22.2352
5282,ca-2015-105158,2015-09-05,2015-09-10,standard class,sp-20860,sung pak,corporate,united states,rochester,minnesota,55901,central,fur-fu-10001706,furniture,furnishings,longer-life soft white bulbs,6.16,2,0.0,2.9568
5283,ca-2015-105158,2015-09-05,2015-09-10,standard class,sp-20860,sung pak,corporate,united states,rochester,minnesota,55901,central,off-pa-10001970,office supplies,paper,xerox 1881,36.84,3,0.0,17.3148
5284,ca-2014-133424,2014-03-30,2014-04-04,standard class,dl-13600,dorris liebe,corporate,united states,seattle,washington,98105,west,off-st-10002957,office supplies,storage,sterilite show offs storage containers,15.84,3,0.0,0.0
5285,ca-2014-133424,2014-03-30,2014-04-04,standard class,dl-13600,dorris liebe,corporate,united states,seattle,washington,98105,west,off-la-10002312,office supplies,labels,avery 490,44.4,3,0.0,22.2
5286,ca-2017-105991,2017-05-05,2017-05-06,first class,lh-17020,lisa hazard,consumer,united states,louisville,colorado,80027,west,off-en-10002600,office supplies,envelopes,"redi-strip #10 envelopes, 4 1/8 x 9 1/2",21.24,9,0.2,7.434
5287,ca-2017-105991,2017-05-05,2017-05-06,first class,lh-17020,lisa hazard,consumer,united states,louisville,colorado,80027,west,off-bi-10003274,office supplies,binders,"avery durable slant ring binders, no labels",9.552,8,0.7,-7.3232
5288,ca-2017-105991,2017-05-05,2017-05-06,first class,lh-17020,lisa hazard,consumer,united states,louisville,colorado,80027,west,fur-bo-10004467,furniture,bookcases,bestar classic bookcase,89.991,3,0.7,-152.9847
5289,us-2017-136784,2017-04-30,2017-05-05,standard class,ad-10180,alan dominguez,home office,united states,san francisco,california,94122,west,off-pa-10000675,office supplies,paper,xerox 1919,163.96,4,0.0,80.3404
5290,ca-2014-146283,2014-09-08,2014-09-15,standard class,kt-16465,kean takahito,consumer,united states,houston,texas,77036,central,off-pa-10002259,office supplies,paper,"geographics note cards, blank, white, 8 1/2"" x 11""",17.904,2,0.2,6.2664
5291,ca-2014-146283,2014-09-08,2014-09-15,standard class,kt-16465,kean takahito,consumer,united states,houston,texas,77036,central,fur-ch-10004287,furniture,chairs,safco arco folding chair,966.7,5,0.3,-13.81
5292,ca-2014-146283,2014-09-08,2014-09-15,standard class,kt-16465,kean takahito,consumer,united states,houston,texas,77036,central,off-pa-10000482,office supplies,paper,"snap-a-way black print carbonless ruled speed letter, triplicate",182.112,6,0.2,61.4628
5293,ca-2017-151218,2017-06-20,2017-06-23,first class,pj-19015,pauline johnson,consumer,united states,miami,florida,33180,south,off-st-10004835,office supplies,storage,plastic stacking crates & casters,4.464,1,0.2,0.3348
5294,ca-2015-111073,2015-12-26,2015-12-30,standard class,mc-18100,mick crebagga,consumer,united states,medina,ohio,44256,east,fur-ta-10004086,furniture,tables,ki adjustable-height table,51.588,1,0.4,-15.4764
5295,ca-2017-144883,2017-08-15,2017-08-19,standard class,bo-11350,bill overfelt,corporate,united states,roseville,minnesota,55113,central,off-la-10000305,office supplies,labels,avery 495,50.4,8,0.0,23.184
5296,ca-2017-142174,2017-03-04,2017-03-09,standard class,dp-13000,darren powers,consumer,united states,houston,texas,77041,central,off-pa-10000806,office supplies,paper,xerox 1934,89.568,2,0.2,32.4684
5297,ca-2017-108791,2017-07-27,2017-07-31,standard class,tm-21490,tony molinari,consumer,united states,yonkers,new york,10701,east,fur-fu-10004018,furniture,furnishings,tensor computer mounted lamp,14.89,1,0.0,4.0203
5298,ca-2017-108791,2017-07-27,2017-07-31,standard class,tm-21490,tony molinari,consumer,united states,yonkers,new york,10701,east,tec-ph-10002660,technology,phones,nortel networks t7316 e nt8 b27,543.92,8,0.0,135.98
5299,ca-2016-106656,2016-09-23,2016-09-26,first class,dv-13045,darrin van huff,corporate,united states,san diego,california,92037,west,off-en-10001509,office supplies,envelopes,poly string tie envelopes,4.08,2,0.0,1.9176
5300,ca-2016-106656,2016-09-23,2016-09-26,first class,dv-13045,darrin van huff,corporate,united states,san diego,california,92037,west,off-la-10003148,office supplies,labels,avery 51,18.9,3,0.0,8.694
5301,ca-2016-113831,2016-05-30,2016-06-03,standard class,ah-10690,anna häberlin,corporate,united states,springfield,virginia,22153,south,fur-ta-10002645,furniture,tables,hon rectangular conference tables,2275.5,10,0.0,386.835
5302,ca-2016-113831,2016-05-30,2016-06-03,standard class,ah-10690,anna häberlin,corporate,united states,springfield,virginia,22153,south,tec-ac-10003033,technology,accessories,plantronics cs510 - over-the-head monaural wireless headset system,1979.7,6,0.0,653.301
5303,ca-2016-113831,2016-05-30,2016-06-03,standard class,ah-10690,anna häberlin,corporate,united states,springfield,virginia,22153,south,off-la-10001297,office supplies,labels,avery 473,62.1,6,0.0,29.808
5304,us-2014-139500,2014-11-16,2014-11-20,standard class,ab-10165,alan barnes,consumer,united states,decatur,illinois,62521,central,fur-ch-10002017,furniture,chairs,safco optional arm kit for workspace cribbage stacking chair,37.296,2,0.3,-1.0656
5305,us-2014-166310,2014-09-21,2014-09-23,first class,js-15940,joni sundaresam,home office,united states,garland,texas,75043,central,fur-fu-10001546,furniture,furnishings,dana swing-arm lamps,8.544,2,0.6,-7.476
5306,us-2016-168410,2016-02-21,2016-02-26,standard class,bv-11245,benjamin venier,corporate,united states,oceanside,new york,11572,east,fur-fu-10000629,furniture,furnishings,9-3/4 diameter round wall clock,68.95,5,0.0,28.959
5307,us-2016-168410,2016-02-21,2016-02-26,standard class,bv-11245,benjamin venier,corporate,united states,oceanside,new york,11572,east,off-st-10000036,office supplies,storage,"recycled data-pak for archival bound computer printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0.0,80.0199
5308,us-2016-168410,2016-02-21,2016-02-26,standard class,bv-11245,benjamin venier,corporate,united states,oceanside,new york,11572,east,tec-ph-10002583,technology,phones,iottie hlcrio102 car mount,39.98,2,0.0,1.999
5309,ca-2017-131254,2017-11-19,2017-11-21,first class,nc-18415,nathan cano,consumer,united states,houston,texas,77095,central,fur-ch-10003774,furniture,chairs,"global wood trimmed manager's task chair, khaki",191.058,3,0.3,-46.3998
5310,ca-2017-131254,2017-11-19,2017-11-21,first class,nc-18415,nathan cano,consumer,united states,houston,texas,77095,central,off-ar-10003876,office supplies,art,"avery hi-liter glidestik fluorescent highlighter, yellow ink",13.04,5,0.2,3.912
5311,ca-2017-131254,2017-11-19,2017-11-21,first class,nc-18415,nathan cano,consumer,united states,houston,texas,77095,central,off-bi-10003527,office supplies,binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,1525.188,6,0.8,-2287.782
5312,ca-2016-123414,2016-08-21,2016-08-27,standard class,su-20665,stephanie ulpright,home office,united states,greenville,north carolina,27834,south,off-la-10004559,office supplies,labels,avery 49,9.216,4,0.2,3.3408
5313,ca-2016-123414,2016-08-21,2016-08-27,standard class,su-20665,stephanie ulpright,home office,united states,greenville,north carolina,27834,south,off-su-10002573,office supplies,supplies,"acme 10"" easy grip assistive scissors",28.048,2,0.2,3.506
5314,ca-2017-137876,2017-04-30,2017-05-05,standard class,dj-13510,don jones,corporate,united states,san francisco,california,94110,west,fur-fu-10000222,furniture,furnishings,"seth thomas 16"" steel case clock",64.96,2,0.0,21.4368
5315,ca-2017-137876,2017-04-30,2017-05-05,standard class,dj-13510,don jones,corporate,united states,san francisco,california,94110,west,off-en-10001219,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" security-tint envelopes",30.56,4,0.0,14.9744
5316,ca-2016-154060,2016-05-02,2016-05-08,standard class,dl-12865,dan lawera,consumer,united states,greensboro,north carolina,27405,south,fur-ch-10002304,furniture,chairs,"global stack chair without arms, black",187.056,9,0.2,11.691
5317,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,fur-fu-10002364,furniture,furnishings,"eldon expressions wood desk accessories, oak",11.808,2,0.2,1.3284
5318,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,fur-fu-10004864,furniture,furnishings,eldon 500 class desk accessories,9.656,1,0.2,1.5691
5319,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,off-pa-10003172,office supplies,paper,xerox 1996,20.736,4,0.2,7.2576
5320,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,off-bi-10000977,office supplies,binders,ibico plastic spiral binding combs,27.36,3,0.7,-21.888
5321,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,fur-ta-10000198,furniture,tables,chromcraft bull-nose wood oval conference tables & bases,2314.116,7,0.4,-1002.7836
5322,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,off-bi-10003984,office supplies,binders,lock-up easel 'spel-binder',34.236,4,0.7,-26.2476
5323,us-2017-162558,2017-10-02,2017-10-05,first class,dp-13240,dean percer,home office,united states,knoxville,tennessee,37918,south,fur-fu-10003691,furniture,furnishings,"eldon image series desk accessories, ebony",19.76,2,0.2,5.928
5324,ca-2017-134439,2017-09-18,2017-09-23,second class,tm-21010,tamara manning,consumer,united states,grand island,nebraska,68801,central,off-pa-10004082,office supplies,paper,"adams telephone message book w/frequently-called numbers space, 400 messages per book",15.96,2,0.0,7.98
5325,ca-2015-119508,2015-12-04,2015-12-09,standard class,tz-21580,tracy zic,consumer,united states,lakewood,california,90712,west,off-ar-10003723,office supplies,art,avery hi-liter fluorescent desk style markers,16.9,5,0.0,6.253
5326,ca-2015-119508,2015-12-04,2015-12-09,standard class,tz-21580,tracy zic,consumer,united states,lakewood,california,90712,west,fur-fu-10004270,furniture,furnishings,"eldon image series desk accessories, burgundy",25.08,6,0.0,9.0288
5327,ca-2015-152681,2015-01-17,2015-01-22,standard class,sc-20260,scott cohen,corporate,united states,lawrence,massachusetts,1841,east,off-ar-10003183,office supplies,art,avery fluorescent highlighter four-color set,6.68,2,0.0,2.004
5328,ca-2014-130813,2014-01-06,2014-01-08,second class,ls-17230,lycoris saunders,consumer,united states,los angeles,california,90049,west,off-pa-10002005,office supplies,paper,xerox 225,19.44,3,0.0,9.3312
5329,ca-2015-120320,2015-03-05,2015-03-09,standard class,mv-18190,mike vittorini,consumer,united states,houston,texas,77036,central,tec-ph-10000149,technology,phones,cisco spa525g2 ip phone - wireless,31.92,2,0.2,2.394
5330,ca-2016-111941,2016-12-25,2016-12-28,second class,bd-11620,brian decherney,consumer,united states,new york city,new york,10035,east,off-bi-10001524,office supplies,binders,gbc premium transparent covers with diagonal lined pattern,33.568,2,0.2,11.7488
5331,ca-2016-123120,2016-09-04,2016-09-08,standard class,cv-12295,christina vanderzanden,consumer,united states,new york city,new york,10011,east,fur-fu-10004748,furniture,furnishings,"howard miller 16"" diameter gallery wall clock",63.94,1,0.0,24.9366
5332,ca-2016-123120,2016-09-04,2016-09-08,standard class,cv-12295,christina vanderzanden,consumer,united states,new york city,new york,10011,east,off-bi-10001460,office supplies,binders,plastic binding combs,60.6,5,0.2,20.4525
5333,ca-2016-123120,2016-09-04,2016-09-08,standard class,cv-12295,christina vanderzanden,consumer,united states,new york city,new york,10011,east,off-su-10002503,office supplies,supplies,acme preferred stainless steel scissors,22.72,4,0.0,6.5888
5334,ca-2014-103331,2014-08-26,2014-09-01,standard class,kb-16315,karl braun,consumer,united states,newark,delaware,19711,east,fur-fu-10001731,furniture,furnishings,acrylic self-standing desk frames,10.68,4,0.0,4.0584
5335,ca-2014-103331,2014-08-26,2014-09-01,standard class,kb-16315,karl braun,consumer,united states,newark,delaware,19711,east,off-pa-10002160,office supplies,paper,xerox 1978,17.34,3,0.0,8.4966
5336,ca-2014-103331,2014-08-26,2014-09-01,standard class,kb-16315,karl braun,consumer,united states,newark,delaware,19711,east,off-pa-10002659,office supplies,paper,avoid verbal orders carbonless minifold book,3.38,1,0.0,1.5548
